data/PA_Avondale_2_-2012 35.6
data/RI_Kingston_1_-2006 34.5
data/ON_Egbert_1_-2006 35.3
data/RI_Kingston_1_N-2008 33.9
data/OR_Riley_10_WS-2009 36.2
data/RI_Kingston_1_-2008 33.2
data/OR_Riley_10_WS-2007 38.8
data/PA_Avondale_2_-2008 34.6
data/NY_Millbrook_3_-2012 34.0
data/OR_Riley_10_WS-2008 35.0
data/OH_Coshocton_8_NN-2012 35.8
data/RI_Kingston_1_N-2010 34.6
data/RI_Kingston_1_N-2009 30.9
data/RI_Kingston_1_-2009 31.7
data/RI_Kingston_1_-2010 35.1
data/RI_Kingston_1_-2007 31.6
data/RI_Kingston_1_N-2007 32.0
data/PA_Avondale_2_-2009 31.6
data/TN_Crossville_7_N-2005 30.8
data/NY_Millbrook_3_-2008 34.2
data/ON_Egbert_1_-2012 33.4
data/PA_Avondale_2_-2011 37.3
data/PA_Avondale_2_-2007 33.6
data/TN_Crossville_7_N-2006 31.9
data/PA_Avondale_2_-2010 36.2
data/TN_Crossville_7_N-2011 33.7
data/RI_Kingston_1_-2005 33.5
data/RI_Kingston_1_-2004 30.7
data/RI_Kingston_1_N-2011 35.7
data/RI_Kingston_1_N-2004 30.6
data/TX_Muleshoe_19_-2005 39.4
data/OK_Goodwell_2_-2005 38.2
data/NY_Millbrook_3_-2010 35.6
data/OH_Coshocton_8_NN-2011 33.2
data/OK_Goodwell_2_-2006 40.0
data/NH_Durham_2_SS-2004 32.6
data/OK_Goodwell_2_-2009 41.2
data/NE_Whitman_5_EN-2011 35.0
data/SD_Buffalo_13_ES-2006 41.8
data/NH_Durham_2_SS-2011 36.7
data/NY_Millbrook_3_-2007 34.4
data/NC_Durham_11_-2011 36.5
data/NC_Durham_11_-2012 37.5
data/NY_Millbrook_3_-2009 31.5
data/NM_Nageezi_18_SS-2012 35.1
data/NM_Reserve_1_-2012 36.5
data/NC_Durham_11_-2010 36.4
data/NC_Asheville_8_SS-2010 32.3
